Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,ID,Home Ownership_Have Mortgage,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Years in current job_0,Years in current job_1,Years in current job_2,Years in current job_3,Years in current job_4,Years in current job_5,Years in current job_6,Years in current job_7,Years in current job_8,Years in current job_9,Years in current job_10
1148436,2,0,15,18,350438,1,13,1,1,0,315810,135280,28424,682,1,4259,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1168386,2,0,11,19,288728,0,14,0,0,0,156508,136401,5597,0,0,4260,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1845071,6,0,8,10,699380,0,46,0,1,1,787094,175769,10532,714,0,4261,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1728126,7,0,17,37,1950674,0,9,0,1,0,222332,224067,23186,748,0,4262,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1939748,1,0,14,32,484858,0,14,0,1,0,352308,219412,30357,735,0,4263,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1168386,10,0,9,17,837760,0,11,0,1,0,620554,545528,42197,0,0,4264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1508049,10,0,10,13,238436,0,14,0,1,0,184008,163704,13698,657,1,4265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,5,17,514360,0,14,0,1,0,393360,431775,11007,0,1,4266,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1120050,8,0,7,19,382096,1,14,1,1,0,259380,119453,9315,739,0,4267,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1262417,9,0,10,16,781088,0,14,0,1,0,449768,321100,13571,745,0,4268,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1158088,10,0,12,18,300520,0,5,0,1,1,346060,182191,20074,725,0,4269,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
774820,0,0,11,12,311652,0,14,0,1,0,134574,187872,4378,730,1,4270,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5798040,0,2,7,18,622204,2,47,0,1,1,716100,438482,10002,722,1,4271,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1793676,3,0,8,20,486574,0,63,0,0,0,223322,148333,18983,739,0,4272,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1168386,4,0,7,6,154396,0,13,0,1,0,250360,85747,7952,0,1,4273,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2257903,6,0,7,14,0,0,41,0,0,0,178772,0,52496,722,0,4274,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
502740,10,0,6,20,163460,0,14,0,1,0,203742,105887,6661,707,0,4275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3034528,10,0,7,16,498762,0,14,0,0,1,768614,179626,2883,707,1,4276,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1168386,0,0,9,39,581680,0,14,0,1,0,412302,341620,14315,0,0,4277,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1046463,6,0,16,13,652146,0,14,0,1,0,308440,229235,30522,740,1,4278,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1409325,10,0,14,24,1085106,0,14,0,1,0,99999999,763781,33119,714,0,4279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1123812,1,0,8,18,815210,0,14,0,1,0,216876,253460,7848,730,0,4280,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
775124,10,0,12,17,861212,0,23,0,1,1,401082,293797,8785,699,0,4281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
855855,0,0,14,21,350042,0,14,0,1,1,422818,262713,19043,645,0,4282,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5165264,10,0,13,37,380798,0,16,0,0,0,99999999,217379,61983,703,0,4283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,15,21,709830,0,14,0,1,1,778624,553584,43501,0,0,4284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,5,0,5,16,82830,0,68,0,1,0,313522,62738,15781,0,1,4285,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
962350,9,0,6,17,135894,0,37,0,1,0,99999999,103056,8581,716,0,4286,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1168386,4,0,15,8,518188,0,14,0,1,0,359172,289997,26767,0,0,4287,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1121836,6,0,10,19,1276770,0,14,0,0,0,99999999,6612,4740,748,0,4288,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1711368,10,0,13,16,1119976,0,14,0,1,1,770616,750595,42784,684,1,4289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
910081,0,0,9,15,629662,0,14,0,1,1,418770,384997,16078,694,0,4290,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1755448,3,0,9,18,493878,0,73,0,1,0,357390,284924,14468,735,0,4291,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
285779,9,0,9,19,251592,1,3,1,1,0,137324,96045,3072,727,0,4292,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1235247,9,0,22,19,645238,0,14,0,1,0,423038,361095,30778,704,0,4293,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1124363,10,0,13,29,632324,0,60,0,1,0,202026,169841,18552,739,1,4294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,9,0,9,14,0,0,2,0,0,0,260810,0,53768,0,0,4295,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1168386,2,0,7,10,217096,0,14,0,1,0,171996,135736,4365,0,0,4296,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
769120,1,0,9,32,104610,0,45,0,1,0,155848,67317,7627,712,1,4297,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1826679,10,0,16,15,1727264,0,14,0,1,0,575058,729448,34555,742,0,4298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
675374,2,0,8,14,218680,0,14,0,1,0,129580,50426,2415,736,1,4299,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,4,0,5,19,793430,0,19,0,0,1,347006,170620,3602,0,0,4300,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1168386,10,0,19,51,1602524,0,17,0,0,0,108152,384750,28280,0,0,4301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1157898,10,0,12,22,427020,0,11,0,1,1,99999999,267387,11579,707,0,4302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,6,0,4,17,450428,0,17,0,0,0,218768,348555,20274,0,0,4303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1220123,5,0,13,25,1105852,0,14,0,0,1,52162,298927,16502,748,0,4304,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1030446,10,0,10,26,734426,1,14,1,1,0,99999999,570855,12623,726,0,4305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
930164,9,0,9,26,584540,0,48,0,1,1,549516,460902,18681,672,1,4306,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1593207,10,0,9,18,1054790,0,14,0,1,0,449944,174895,14870,750,0,4307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
746168,10,0,11,16,565378,0,14,0,1,0,207350,206530,10322,747,0,4308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1842829,9,0,16,17,1961300,0,14,0,1,0,99999999,1170457,50831,732,0,4309,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
451117,2,0,9,14,226226,0,26,0,1,0,76186,99636,3741,705,1,4310,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
661618,4,0,4,6,148346,0,14,0,0,0,43780,9234,755,728,0,4311,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1748247,10,0,15,16,863104,0,27,0,1,0,678326,308598,32197,656,1,4312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1224398,5,0,9,10,425546,0,14,0,1,0,474188,293284,20203,693,1,4313,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1168386,10,0,7,35,158840,2,63,1,0,0,102080,38950,2042,0,1,4314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1320044,0,0,11,10,227128,0,10,0,1,0,117436,132601,9669,717,0,4315,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1168386,10,0,10,21,415954,0,14,0,1,0,219868,131119,10596,0,1,4316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
785080,2,0,11,17,383328,0,14,0,1,0,99999999,201286,11403,741,0,4317,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,5,0,15,27,1134298,0,14,0,1,0,217624,88160,21332,0,1,4318,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1168386,4,0,14,15,1958198,0,14,0,1,1,246466,368676,7622,0,1,4319,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1564080,10,0,14,16,552046,0,7,0,1,1,397540,355680,23591,720,0,4320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,12,15,421058,0,14,0,1,1,432564,298205,19365,0,1,4321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,6,0,21,21,1176230,0,7,0,0,0,579370,390070,23883,0,0,4322,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3103346,0,0,7,15,32670,0,33,0,1,1,470404,27531,53274,676,0,4323,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1168386,10,0,9,17,423192,1,1,0,1,1,394504,199918,20410,0,1,4324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
672657,1,0,9,19,320540,0,14,0,1,0,99999999,219241,12556,669,0,4325,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
683392,3,0,7,10,333520,0,14,0,1,0,149930,126464,9454,751,0,4326,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1218451,1,0,21,10,123750,0,72,0,1,0,151932,93081,24877,737,0,4327,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1079732,4,0,4,15,232804,0,46,0,1,0,99999999,101745,9898,743,0,4328,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5204632,10,0,7,18,1887710,0,14,0,1,0,99999999,601578,41073,742,0,4329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1634494,7,0,16,20,1038048,0,14,0,1,1,550176,563008,34188,720,0,4330,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
933774,2,0,6,20,1285460,0,14,0,0,0,99999999,112119,5641,746,0,4331,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
939740,10,0,6,24,239404,0,14,0,0,0,95216,185877,12295,696,1,4332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1944080,10,0,9,21,1202454,0,14,0,1,0,262812,743546,34832,748,0,4333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
772749,0,0,9,19,575124,0,19,0,1,0,167882,152988,7792,729,0,4334,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1396082,2,0,7,11,0,0,14,0,1,1,387970,0,9377,743,0,4335,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1168386,7,0,19,12,650958,0,14,0,1,0,445984,312588,23688,0,1,4336,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1458060,10,0,8,12,290048,0,74,0,1,1,297704,88920,1883,711,0,4337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,7,0,6,8,382866,0,14,0,1,1,270248,116394,8428,0,1,4338,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1168386,7,0,9,38,215776,0,41,0,1,0,326964,142196,17288,0,1,4339,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1274786,4,0,10,9,270996,0,27,0,0,0,165242,105089,8414,721,1,4340,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
664544,10,0,8,13,308242,0,14,0,0,0,87934,207100,12238,738,1,4341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,4,0,5,15,116952,1,1,1,1,0,181984,78679,13160,0,1,4342,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1845698,1,0,16,20,500478,1,14,1,1,0,99999999,111511,29993,746,0,4343,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1390705,2,0,9,7,210232,0,14,0,1,0,201278,108946,11184,736,0,4344,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
638723,6,0,6,15,207702,1,14,1,0,0,255882,16853,12561,728,1,4345,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
976961,10,0,7,15,307010,0,14,0,1,0,99999999,69730,15794,751,0,4346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,6,0,12,13,660638,0,14,0,1,1,439956,89015,11836,0,1,4347,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1168386,9,0,4,15,262856,1,14,1,1,0,96316,72637,2626,0,0,4348,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
672714,0,0,18,12,776930,0,47,0,1,1,342408,224105,11660,689,0,4349,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
783788,8,0,10,14,352176,0,11,0,0,0,231748,238146,18876,643,0,4350,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1465128,3,0,9,15,281292,0,14,0,1,0,429484,201875,11501,741,0,4351,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4770425,8,0,11,14,456170,0,4,0,1,0,424226,320682,36851,744,0,4352,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1168386,10,0,6,25,243760,1,62,1,1,0,323774,152399,14043,0,0,4353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
698155,2,0,7,15,627022,0,14,0,1,0,262174,257222,5585,741,1,4354,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1331197,5,0,13,13,270666,0,7,0,0,0,279642,111264,25182,705,1,4355,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1168386,10,0,18,27,828146,0,14,0,1,1,521708,446291,22141,0,0,4356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
763838,3,0,17,13,360712,0,14,0,0,0,99999999,64182,2406,744,0,4357,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1008368,10,0,14,40,758450,0,14,0,0,0,99999999,336680,24033,741,0,4358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
612902,2,0,29,9,562628,0,29,0,1,0,172040,98648,11134,731,0,4359,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
670320,4,0,16,10,423522,0,14,0,1,1,319330,209589,7485,668,1,4360,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
465310,1,0,16,17,503910,0,29,0,1,0,60346,233263,8608,702,0,4361,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1874787,10,1,12,26,744700,1,72,0,1,0,394702,218025,23591,749,0,4362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,1,0,7,18,376948,0,14,0,1,0,199386,194674,11077,0,0,4363,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2078657,6,0,7,20,918060,0,14,0,1,0,99999999,440838,15122,747,0,4364,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
729315,3,0,4,13,6556,1,14,0,0,0,174570,5624,5992,650,1,4365,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1449073,10,2,11,15,824340,2,14,0,1,0,219472,229957,19925,739,0,4366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1576924,10,0,11,16,448800,0,7,0,0,1,371382,158536,2484,676,0,4367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1547512,3,0,7,9,489874,0,14,0,1,0,268774,117610,16790,743,0,4368,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1478067,1,0,9,20,905014,0,42,0,1,0,555676,684684,25829,697,0,4369,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1288675,3,0,4,12,201784,0,14,0,1,0,161304,89566,12264,743,0,4370,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1360191,10,0,6,16,277068,0,14,0,1,0,532378,119643,3548,740,1,4371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
650370,4,0,5,7,468996,0,14,0,1,0,107580,132050,5582,748,1,4372,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1168386,6,0,4,22,199474,1,14,1,1,0,221914,153159,6001,0,0,4373,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
898814,10,0,7,34,1465442,0,14,0,1,0,99999999,816316,13632,700,0,4374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1006677,10,0,12,17,165814,0,14,0,1,0,124410,95950,23405,717,0,4375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,4,22,110462,0,53,0,1,0,196064,91485,11553,0,1,4376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
960165,7,0,11,13,231220,2,14,2,1,0,191224,37544,12082,708,0,4377,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
649344,1,0,19,15,163262,1,50,1,0,0,138688,100111,11688,686,0,4378,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2137025,1,0,16,21,532752,0,10,0,0,0,233948,259958,30809,745,0,4379,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
770716,0,0,11,15,393184,0,14,0,1,0,223102,106628,9345,750,0,4380,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1168386,10,1,12,24,275704,2,14,1,1,0,107800,92150,16266,0,0,4381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4190792,2,0,9,15,0,0,65,0,0,1,754842,0,29335,668,0,4382,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1168386,8,0,11,19,192632,1,14,1,1,0,179146,101479,12861,0,1,4383,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2802671,8,0,30,36,1297802,0,21,0,0,0,99999999,574997,46711,646,0,4384,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
578094,3,0,12,16,461714,0,14,0,0,1,145024,116831,13393,738,0,4385,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1034037,8,0,9,31,326678,1,48,0,0,0,217690,152646,27057,721,0,4386,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1165536,10,0,15,23,909348,0,48,0,1,0,342782,125647,30595,728,0,4387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2103376,8,0,8,17,949410,0,53,0,1,0,99999999,586264,19456,734,0,4388,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
678794,10,0,6,11,526240,0,14,0,1,1,392986,295412,8994,704,1,4389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,3,0,10,50,2998908,0,14,0,1,0,305448,2224786,58788,0,0,4390,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1168386,10,0,16,35,829708,0,14,0,1,0,403612,397689,25416,0,0,4391,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,2,0,15,21,416394,1,14,1,1,0,261646,181963,28523,0,0,4392,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2753898,10,0,11,20,426690,0,21,0,1,1,310618,245062,40620,703,0,4393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1390021,8,0,9,14,583044,0,34,0,1,0,214610,117325,18997,712,0,4394,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1448940,0,0,10,20,1250392,0,12,0,1,0,268444,387676,19440,733,1,4395,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1029743,10,0,11,14,190806,0,7,0,1,1,99999999,124412,25486,714,0,4396,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2080728,3,0,13,21,430760,0,31,0,1,0,178464,312132,27917,701,1,4397,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
983820,1,0,6,16,0,0,14,0,0,0,44682,0,5288,748,0,4398,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1168386,2,0,13,20,890714,0,67,0,1,0,718498,436164,30122,0,1,4399,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1500088,8,0,16,13,1186130,0,14,0,1,0,99999999,154679,22376,747,0,4400,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1168386,10,0,7,25,211090,1,14,1,1,0,251922,108661,7999,0,0,4401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,0,0,7,14,296868,0,42,0,1,1,221496,150765,11637,0,1,4402,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1168386,7,0,25,11,365728,1,61,1,1,0,180620,117173,13093,0,0,4403,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1146726,9,1,5,17,92994,1,60,0,1,0,99999999,53390,12232,721,0,4404,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1168386,6,0,3,22,0,0,35,0,0,0,86724,0,4999,0,0,4405,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1868460,8,0,7,9,235884,0,14,0,1,0,680416,143431,20086,719,0,4406,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1224873,2,0,8,11,294734,0,14,0,0,0,327294,127775,19190,738,0,4407,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2670963,2,0,17,20,221430,0,28,0,1,0,153538,148960,46742,724,0,4408,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
517902,2,0,3,7,44748,0,14,0,1,0,267960,19836,10013,737,1,4409,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1207659,10,0,4,23,248072,0,14,0,1,1,430232,30210,11392,702,0,4410,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
441769,0,0,5,12,49126,0,14,0,1,0,99999999,1824,9535,733,0,4411,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
468597,0,0,6,11,319000,0,14,0,1,0,194238,147668,4373,716,0,4412,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1410180,0,0,6,23,544104,0,14,0,1,0,217712,307800,13397,745,0,4413,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1157499,6,0,15,18,568480,1,14,1,1,0,216172,189506,12250,709,0,4414,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
988589,8,0,9,22,587532,1,18,0,1,0,220132,184699,13428,733,0,4415,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
853043,10,3,4,14,76868,3,18,0,1,0,99999999,30400,1855,722,0,4416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1063924,10,0,7,14,585574,0,26,0,1,0,188144,66747,11260,750,0,4417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
965675,3,0,20,13,798534,1,58,1,1,1,250470,89661,26154,709,1,4418,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
431091,4,0,9,8,239404,0,14,0,0,0,48796,87875,8299,724,0,4419,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
349220,10,0,5,15,101156,0,14,0,0,0,40436,34770,6926,750,0,4420,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
780596,0,0,9,10,265364,0,14,0,1,0,173822,101992,22182,723,0,4421,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1168386,3,0,19,16,882200,0,8,0,1,0,216546,316958,17492,0,0,4422,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1801751,0,0,8,9,239470,0,14,0,1,0,181170,156560,19219,746,0,4423,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1168386,3,0,14,20,621104,0,64,0,1,0,218042,468293,31212,0,0,4424,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
897769,4,0,2,17,4334,0,14,0,0,0,43318,3382,7392,708,0,4425,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1918810,7,0,15,16,727100,0,23,0,0,0,348524,292619,17269,731,1,4426,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1168386,10,0,9,26,1452000,0,54,0,1,0,329604,634524,10055,0,0,4427,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,14,19,555522,1,14,1,1,0,261514,307534,22962,0,0,4428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1908170,5,0,8,10,487300,0,14,0,0,0,220946,46284,7378,751,0,4429,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1168386,4,0,18,18,754336,0,6,0,1,0,128480,155040,7822,0,1,4430,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1168386,7,0,17,17,592196,0,14,0,1,1,554136,323247,37621,0,1,4431,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1168386,1,0,9,17,764126,0,79,0,1,0,481910,440173,17421,0,0,4432,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1168386,10,0,17,23,1381292,0,14,0,1,0,656172,566637,24925,0,0,4433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1097402,7,0,15,9,57992,0,16,0,1,1,355014,31654,11797,704,1,4434,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1035177,3,0,11,15,662002,0,14,0,0,1,528484,277856,21911,730,1,4435,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
605796,6,0,13,9,416636,0,17,0,1,0,111342,176320,14337,748,1,4436,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1168386,8,0,19,17,1040864,0,14,0,1,0,130614,87191,20869,0,0,4437,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1193903,10,0,11,20,292578,1,14,1,0,0,193424,146566,26166,707,0,4438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4831700,2,0,15,28,722788,0,23,0,0,0,537086,493753,89789,690,1,4439,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
254410,10,0,4,7,95128,0,14,0,0,0,85954,67203,2905,646,1,4440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1484584,5,0,22,22,606100,1,8,1,1,1,687588,48165,49239,695,1,4441,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
245518,1,0,17,9,271106,0,14,0,1,0,112068,125020,6363,718,0,4442,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1478979,1,0,12,13,826980,0,14,0,1,0,593736,208544,36605,746,0,4443,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1168386,5,0,15,19,880110,0,14,0,1,1,750838,478857,35098,0,0,4444,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5725194,2,0,7,25,846516,0,2,0,0,0,222200,676248,31011,745,0,4445,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1419186,10,0,8,25,360162,0,61,0,0,0,270116,12122,390,748,0,4446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
950190,10,0,13,27,1032042,0,19,0,0,1,489588,528561,16359,614,1,4447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
867996,2,0,6,8,259006,0,14,0,1,0,99999999,102676,7667,724,0,4448,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,8,0,8,18,502436,0,14,0,1,0,221276,296362,13600,0,0,4449,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1308853,1,0,11,16,439384,0,31,0,0,0,162382,97907,10024,706,0,4450,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
668135,7,0,9,9,296186,0,14,0,1,0,254188,203357,10300,731,0,4451,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
